2025-04-12 08:51:08,391 - Rollout 460800: ep_rew_mean = 0.0490, actions = {0: 2040, 1: 4, 2: 4}
2025-04-12 08:51:13,968 - Rollout 462848: ep_rew_mean = 0.0497, actions = {0: 2040, 1: 4, 2: 4}
2025-04-12 08:51:19,557 - Rollout 464896: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:51:25,148 - Rollout 466944: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:51:30,713 - Rollout 468992: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:51:36,210 - Rollout 471040: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:51:41,886 - Rollout 473088: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:51:47,450 - Rollout 475136: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:51:53,294 - Rollout 477184: ep_rew_mean = 0.0498, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:51:59,217 - Rollout 479232: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:04,899 - Rollout 481280: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:10,199 - Rollout 483328: ep_rew_mean = 0.0499, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:52:15,853 - Rollout 485376: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:21,604 - Rollout 487424: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:27,286 - Rollout 489472: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:33,120 - Rollout 491520: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:38,671 - Rollout 493568: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:52:45,387 - Rollout 495616: ep_rew_mean = 0.0499, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:52:51,922 - Rollout 497664: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:53:00,823 - Rollout 499712: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:53:08,100 - Rollout 501760: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:53:10,145 - Training complete. Model saved to models/saved_models/ppo_EURUSD_2025/ppo_EURUSD_2025.zip
