2025-04-12 08:48:46,032 - Rollout 409600: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:48:51,692 - Rollout 411648: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:48:57,569 - Rollout 413696: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:49:03,146 - Rollout 415744: ep_rew_mean = 0.0499, actions = {0: 2044, 1: 1, 2: 3}
2025-04-12 08:49:09,088 - Rollout 417792: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:49:14,428 - Rollout 419840: ep_rew_mean = 0.0499, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:49:20,160 - Rollout 421888: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:49:25,967 - Rollout 423936: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:49:31,499 - Rollout 425984: ep_rew_mean = 0.0400, actions = {0: 2022, 1: 13, 2: 13}
2025-04-12 08:49:37,025 - Rollout 428032: ep_rew_mean = 0.0425, actions = {0: 2027, 1: 11, 2: 10}
2025-04-12 08:49:42,604 - Rollout 430080: ep_rew_mean = 0.0449, actions = {0: 2036, 1: 6, 2: 6}
2025-04-12 08:49:48,148 - Rollout 432128: ep_rew_mean = 0.0491, actions = {0: 2039, 1: 4, 2: 5}
2025-04-12 08:49:53,908 - Rollout 434176: ep_rew_mean = 0.0499, actions = {0: 2044, 1: 2, 2: 2}
2025-04-12 08:49:59,495 - Rollout 436224: ep_rew_mean = 0.0499, actions = {0: 2044, 1: 2, 2: 2}
2025-04-12 08:50:05,222 - Rollout 438272: ep_rew_mean = 0.0499, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:50:10,917 - Rollout 440320: ep_rew_mean = 0.0499, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:50:16,641 - Rollout 442368: ep_rew_mean = 0.0490, actions = {0: 2038, 1: 5, 2: 5}
2025-04-12 08:50:22,348 - Rollout 444416: ep_rew_mean = 0.0497, actions = {0: 2040, 1: 4, 2: 4}
2025-04-12 08:50:28,250 - Rollout 446464: ep_rew_mean = 0.0499, actions = {0: 2044, 1: 2, 2: 2}
2025-04-12 08:50:33,865 - Rollout 448512: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:50:39,547 - Rollout 450560: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:50:45,159 - Rollout 452608: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:50:50,973 - Rollout 454656: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
2025-04-12 08:50:56,935 - Rollout 456704: ep_rew_mean = 0.0499, actions = {0: 2046, 1: 1, 2: 1}
2025-04-12 08:51:02,692 - Rollout 458752: ep_rew_mean = 0.0500, actions = {0: 2048, 1: 0, 2: 0}
